Site Name,Address,Post Code,Location Type,Ward,Sticker,Postcode area,Site Number,UPRN,Latitude,Longitude,y,x,Recyclables-Mixed Glass,Recyclables-Paper,Recyclables-Textiles,Recyclables Small Electrical,Non LCC Banks,Type,Tally of Sites,Cleaning,No of  Glass Banks,Apr 16 Glass Tonnages Kg,May 16 Glass Tonnages Kg,Jun 16 Glass Tonnages Kg,Jul 16 Glass Tonnages Kg,Aug 16 Glass Tonnages Kg,Sep 16 Glass Tonnages Kg,Oct 16 Glass Tonnages Kg,Nov 16 Glass Tonnages Kg,Dec 16 Glass Tonnages Kg,Jan 17 Glass Tonnages Kg,Feb 17 Glass Tonnages Kg,Mar 17 Glass Tonnages Kg,Apr 17 Glass Tonnages Kg,May 17 Glass Tonnages Kg,Jun 17 Glass Tonnages Kg,Jul 17 Glass Tonnages Kg,Aug 17 Glass Tonnages Kg,Sep 17 Glass Tonnages Kg,Oct 17 Glass Tonnages Kg,Nov 17 Glass Tonnages Kg,Dec 17 Glass Tonnages Kg,Jan 18 Glass Tonnages Kg,Feb 18 Glass Tonnages Kg,Mar 18 Glass Tonnages Kg,04/18 Glass Tonnages Kg,05/18 Glass Tonnages Kg,06/18 Glass Tonnages Kg,07/18 Glass Tonnages Kg,08/18 Glass Tonnages Kg,09/18 Glass Tonnages Kg,10/18 Glass Tonnages Kg,11/18 Glass Tonnages Kg,12/18 Glass Tonnages Kg,01/19 Glass Tonnages Kg,02/19 Glass Tonnages Kg,03/19 Glass Tonnages Kg,Total from Apr 19,12 Month Average
St Chads Parish Centre,"Otley Road, Far Headingley",LS16 5JT,Community Centre,Weetwood,,LS16,22240,72151740,53.828489,-1.584571,436994,427441,Y,,,,,Glass,1,,1,511,399,244,"1,295",758,475,,427,872,815,699,"1,067",623,495,549,736,551,,,,365,990,706,557,683,685,471,614,599,543,"4,084",786,888,"1,739","1,096","1,882",14070,"1,172"
St Gemmas Hospice,329 Harrogate Road,LS17 6QD,Business,Moortown,Y,LS17,22241,72202182,53.84405,-1.508954,438757,432406,Y,,,,,Glass,1,,1,727,,,,,,,,,658,,,,,,,,,,,730,,,,,,,,,,815,,,,,,815,815
St James the Great Church,Galloway lane,LS28 8JR,Place of Worship,Calverley and Farsley,,LS28,23129,72277675,53.801866,-1.69165,433996,420406,Y,,,,,Glass,1,,2,,,,,,,,,435,,,,,,,,,354,767,"1,133",,703,712,,729,"1,122",652,463,990,639,181,"1,059","2,700","1,702","1,015",820,12072,"1,006"
St. Helenas Caravan Park,Otley Old Road,LS18 5HZ,Caravan Park,Adel and Wharfedale,,LS18,22243,72271114,53.875007,-1.635596,442151,424056,Y,,,,,Glass,1,,1,375,"2,516","2,341",,588,594,"1,198",482,736,,512,347,538,330,569,339,551,,,,574,521,587,351,,750,592,,780,739,,576,254,375,,"1,129",5196,649
Station Garden (closed),Linton Road,LS22 6SD,Transport,Wetherby,Y,LS22,22245,72674919,53.930128,-1.396444,448391,439727,Y,,,,,Glass,1,,5,"3,304","2,426","6,760","12,579","5,610","6,424","9,148","3,982","8,248","7,885","7,320","5,475","5,673","3,898","10,388","9,112","3,402",706,707,738,"9,789","5,335","6,661","7,892","5,001","5,450","11,545","6,049","8,651","6,564","4,453",,"9,319","3,277","4,863","5,863",71036,"6,458"
Swarcliffe WMC,Swarcliffe Avenue,LS14 5HD,Social Club,Cross Gates and Whinmoor,Y,LS14,22252,72542047,53.820552,-1.446507,436173,436535,Y,,,,,Glass,1,,3,665,,197,"2,338",,"1,251",335,"1,377","1,276",930,"1,374","1,614",,"1,723","1,027","1,316","1,034","2,285","1,899","1,878","1,328",974,,"1,631","1,901",,"3,274","2,024",752,,"1,837",706,402,"1,658",960,"1,864",15376,"1,538"
Sweet Basil Valley formerly China Red,"Green Lane, Rawdon",LS19 7BY,Restaurant,Guiseley and Rawdon,Y,LS19,21954,72564759,53.857743,-1.687575,440214,420647,Y,,,,,Glass,1,,1,404,772,,458,,648,491,"1,082",264,624,249,"1,030",336,,545,169,678,,871,771,435,565,476,623,693,281,201,139,352,"1,290",494,436,249,306,222,305,4970,414
Swillington Miners Welfare Club,9 Wakefield Road. Swillington,LS26 8DT,Social Club,Garforth and Swillington,,LS26,22253,72329991,53.767035,-1.41963,430233,438353,Y,,,,,Glass,1,,1,314,,863,296,"1,467",872,656,497,673,726,530,569,,427,830,815,626,"23,475","24,781","15,672",581,575,679,"1,247",726,685,461,929,694,666,632,"1,402",883,649,312,996,9037,753
Swillington Social Club,"Astley Lane, Swilllington",LS26 8UE,Social Club,Garforth and Swillington,Y,LS26,22255,72329401,53.766185,-1.418535,430139,438426,Y,,,,,Glass,1,,1,,452,,443,,543,,,838,,,475,,,,769,,393,480,"1,051",,,570,,,,471,,,,,,,,,,471,471
Potternewton Depot,Potternewton Lane,LS7 3ND,Council Office,Chapel Allerton,,LS7,22162,72090746,53.825168,-1.534333,436645,430750,Y,,,,,Glass,1,,3,"3,311","3,003","4,976","2,908","4,898","1,561","1,815","2,686","2,957","7,573","4,764","3,870","4,569","4,800","4,954","3,768","4,468",,,,,"6,113","3,926","4,244",,"5,406","3,257","3,244","2,783","2,729","4,566","4,777","1,622",103,"3,663","3,708",35858,"3,260"
Temple Newsam Golf,"Temple Newsam Park Club House, Templenewsam Road, Halton",LS15 0LN,Business,Temple Newsam,Y,LS15,22260,72551547,53.791027,-1.472656,432875,434838,Y,,,,,Glass,1,,1,,644,195,437,904,,"1,439",362,262,,550,,,637,522,507,242,557,,550,88,708,175,638,362,307,597,0,167,,441,326,,719,196,,3116,346
Tescos,Aberford Road,LS25 2DX,Supermarket,Garforth and Swillington,Y,LS25,22261,72563522,53.797395,-1.383123,433631,440730,Y,Y,Y,,,"Glass, Paper and Textiles",1,,8,"11,701","12,473","17,995","11,594","17,552","16,090","11,844","17,972","13,873","17,140","10,199","15,972","13,256","13,745","17,486","11,596","17,266",570,418,494,"15,347","12,164","11,645","11,223","13,224","14,956","13,740","15,017","17,058","10,315","9,581","12,297","15,014","18,775","9,555","15,984",165516,"13,793"
Tescos,"Seacroft Green Shopping Centre, York Road",LS14 6JD,Supermarket,Killingbeck and Seacroft,Y,LS14,22262,72507829,53.821641,-1.460651,436287,435603,Y,Y,Y,,,"Glass, Paper and Textiles",1,,6,"14,921","13,628","11,960","13,014","11,925","22,521","11,321","12,937","17,042","20,086","9,889","14,592","13,446","14,930","14,178","13,544","15,130",639,180,626,"12,075","16,554","12,814","10,844","15,057","12,389","17,316","16,366","16,899","11,213","11,898","10,442","16,127","12,388","9,344","16,003",165440,"13,787"
Tescos,Roundhay Road,LS8 4BU,Supermarket,Roundhay,Y,LS8,22263,72175056,53.822693,-1.51089,436380,432295,Y,Y,Y,,,"Glass, Paper and Textiles",1,,12,"27,402","19,810","40,017","27,931","24,188","12,641","23,388","26,422","32,133","29,610","23,617","24,156","28,313","26,334","26,228","26,891","25,731",757,521,856,"25,930","32,383","23,912","23,139","31,980","21,929","30,003",,"26,609","22,542","25,794","21,875","27,656","24,090","16,266","24,722",273466,"24,861"
The Albion Pub,Clifford,LS23 6HU,Pub,Wetherby,Y,LS23,21904,72546748,53.896598,-1.349051,444688,442873,Y,,,,,Glass,1,,1,,426,179,,,438,73,,,,434,,161,,,532,,457,,630,707,,,509,,,321,632,,0,,260,,,,279,1492,298
The Anglers Club,75 Stoney Rock Lane,LS9 7TB,Social Club,Burmantofts and Richmond Hill,,LS9,21908,72142755,53.801174,-1.524183,433980,431436,Y,,,,,Glass,1,,1,,326,,744,,,,,"1,225",,,534,,431,,556,,,,,495,,474,,358,,521,,,587,0,,320,,,530,2317,386
The Arkle Pub,"Springfield Avenue, Morley",LS27 9PP,Pub,Morley North,,LS27,21909,72359594,53.753444,-1.607833,428636,425956,Y,,,,,Glass,1,,1,304,,"1,482",512,159,513,300,,585,529,379,254,137,776,494,279,378,"11,728","12,858","11,146",539,,565,329,641,641,379,604,,447,647,528,281,371,,762,5301,530
The Barnbow Pub,Austhorpe Road,LS15 8EH,Pub,Cross Gates and Whinmoor,Y,LS15,21913,72010351,53.807989,-1.443044,434777,436774,Y,,,,,Glass,1,,1,,628,,443,276,313,"1,042",,248,508,86,488,,517,155,576,306,,,,531,493,509,239,453,,646,553,,613,175,652,,,,627,3720,531
The Beacon Pub,"Broard Lane, Bramley",LS13 3ER,Pub,Bramley and Stanningley,,LS13,21916,72027942,53.811951,-1.643099,435133,423598,Y,,,,,Glass,1,,,,397,,,550,,752,190,390,185,548,,,325,101,,,"1,530","1,742","2,313",,758,,532,,281,218,213,,792,,218,0,491,0,356,2569,285
The Beech Hotel,"8 Tong Road, Wortley",LS12 1HX,Pub,Armley,,LS12,22989,72215515,53.790874,-1.574514,432813,428128,Y,,,,,Glass,1,,1,168,,,,,,,,,,,,,,175,,,192,,,451,,,175,,469,278,204,445,,337,"1,798",,,289,298,4118,515
The Boundry House (former Rose & Crown),"24 Church Side, Methley",LS26 9EE,Pub,Kippax and Methley,Y,LS26,22101,72379293,53.73479,-1.409675,426651,439039,Y,,,,,Glass,1,,3,,,,,,,,,,,,,,,,,,511,496,489,,,,,,,,,,,,,,,,,0,#DIV/0!
The Bramley Villagers,340 Broad Lane,LS13 2HF,Social Club,Bramley and Stanningley,Y,LS13,21929,72027824,53.816939,-1.631118,435692,424384,Y,,,,,Glass,1,,2,"1,303","2,258","1,282","2,321","3,105","2,004","1,419",578,999,"1,330","1,624","1,564","1,239","1,411",,750,904,,,,,,,"1,512","1,169",,,,,,,,"1,573",,634,"2,001",5378,"1,344"
The Brick,Tong Road,LS12 3TP,Pub,Farnley and Wortley,,LS12,21931,72216134,53.793066,-1.605718,433045,426071,Y,,,,,Glass,1,,,604,176,,"1,251",406,824,,469,655,446,469,364,518,682,552,101,472,"2,695","3,574","3,486",300,617,,545,535,893,218,319,810,283,0,620,557,820,760,800,6615,551
The Butterbowl,Butterbowl Drive,LS12 5JQ,Pub,Farnley and Wortley,Y,LS12,21942,72720850,53.785827,-1.610157,432238,425783,Y,,,,,Glass,1,,1,,516,495,"1,379",568,"1,099",,376,937,624,563,455,"1,224",640,726,503,,,,,993,908,,"1,055",877,"1,093",663,,"1,309",392,845,601,943,"2,030",827,279,9859,896
The Commercial Pub,Whingate,LS12 3HZ,Pub,Armley,,LS12,21961,72238126,53.795457,-1.600185,433313,426434,Y,,,,,Glass,1,,3,"3,032","3,744","1,923","3,151","2,717","4,948","1,427","1,568","5,708","3,968","1,805","4,362","3,043","2,960","2,214",,"3,279",,,295,"3,521","2,662",,"4,431","1,962","4,839","2,603","3,226","2,039","3,227","3,011","4,760","3,983","3,009","8,889","2,311",43858,"3,655"
The Dalesman,"Old Farm Approach, Butcher Hill",LS16 5EA,Pub,Kirkstall,,LS16,23089,72530118,53.833205,-1.606174,437511,426016,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,549,,543,,234,,383,619,421,"1,096",751,"1,268","1,147",819,780,"1,398","3,797","1,688","1,977","1,080",929,"1,868",17504,"1,459"
The Fleece Pub,New Road Side,LS18 4DT,Pub,Horsforth,,LS18,22010,72553034,53.833627,-1.648005,437543,423263,Y,,,,,Glass,1,,1,936,302,768,"1,428",588,852,,413,,"1,526",750,435,817,330,"1,299",645,181,,406,,"1,095",908,571,621,346,385,742,106,544,,,558,191,"1,025",516,757,5169,517
The Fleece Public House,Town Street,LS28 5LF,Pub,Calverley and Farsley,,,22343,72276349,53.814967,-1.670184,435460,421813,Y,,,,,Glass,,,,695,"1,239",763,545,"1,713","1,724","1,052",603,"2,287",,791,584,"1,371",622,,353,"1,350",183,,,838,,801,,306,"1,468","5,470",,620,425,624,713,"1,404","1,333",930,412,13705,"1,246"
The Gate Hotel,Kentmere Avenue,LS14 1BA,Pub,Killingbeck and Seacroft,Y,LS14,22028,72108814,53.826362,-1.469037,436808,435047,Y,,,,,Glass,1,,3,399,,481,"1,052",402,938,"1,872",413,824,846,,"1,305",,"1,552",,528,"1,330","1,074",853,822,562,"1,128","1,386","1,000","1,448",,"1,801",736,533,,"2,099",603,,584,490,,8294,"1,037"
The Golden Fleece,Upper Wortley Road,LS12 4JJ,Pub,Farnley and Wortley,,LS12,22036,72220513,53.791629,-1.592601,432890,426936,Y,,,,,Glass,1,,1,"1,215","1,305",990,"1,740","1,180","1,815","1,152","1,223","2,605","1,792","1,316","1,722","1,394","1,281","1,502","1,897","1,292","5,188","5,759","7,425","1,032","2,229","1,768","2,456","1,252","2,468","2,115","1,983","3,094","1,222","1,381","2,849","13,378","10,449","7,396","1,074",48659,"4,055"
The Hollies - Bramley Liberal Club,Hough Lane,LS13 3NE,Social Club,Bramley and Stanningley,Y,LS13,22054,72102513,53.811471,-1.630239,435084,424445,Y,,,,,Glass,1,,1,158,,,,275,,,,,452,,,,,627,150,430,,,185,,,,267,,281,278,182,,0,,87,0,0,423,,1251,156
The Marsh Inn,"70 Uppermoor, Pudsey  ",LS28 7EX,Pub,Pudsey,Y,LS28,22094,72557564,53.794639,-1.678071,433196,421304,Y,,,,,Glass,1,,1,158,198,869,,366,,878,95,78,267,,777,,,530,,354,,,,383,,645,,,673,,111,,,798,,422,,697,,2702,540
The Midway,"111 Queensway, Yeadon",LS19 7PL,Pub,Otley and Yeadon,Y,LS19,22106,72293978,53.871096,-1.693331,441698,420262,Y,,,,,Glass,1,,1,669,"1,460","3,019",366,"1,572",250,777,997,506,846,505,644,607,622,894,629,"1,048",,896,,746,747,843,881,693,736,652,106,534,606,367,744,873,"1,185",645,,7141,649
The Mustard Pot,20 Stainbeck Lane,LS7 3QY,Pub,Chapel Allerton,y,LS7,22349,72196111,53.82919,-1.540153,437090,430364,Y,,,,,Glass,1,,,,,,,,107,,,,,,,,,,342,,268,390,797,,,,449,,,,,,0,,,,219,,201,420,140
The Nags Head,Stonebrige Lane,LS12 5AQ,Pub,Farnley and Wortley,Y,LS12,22124,72550640,53.787873,-1.620414,432462,425106,Y,,,,,Glass,1,,3,,,"1,603","2,657",,,,"1,986",,,"1,257",,,"1,910",,"1,864",960,,381,167,733,829,"1,158",890,"1,212",628,517,,,858,684,923,,"1,328","2,915","1,649",10714,"1,190"
The New Inn,"Berry Lane, Great Preston",LS26 8AX,Pub,Garforth and Swillington,Y,LS26,22129,72328122,53.760719,-1.391154,429546,440236,Y,,,,,Glass,1,,1,,658,237,677,168,509,,785,256,,,731,,427,247,536,246,"16,367","16,638","14,695",281,264,,673,,503,174,355,263,171,378,73,,406,0,,2323,258
33 Town St formerly The New Inn,"33 Town Street, Farsley",LS28 5HX,Pub,Calverley and Farsley,Y,LS28,22131,72276206,53.812347,-1.671723,435168,421713,Y,,,,,Glass,1,,1,379,"1,046",499,604,,,"1,102",330,592,890,570,721,90,434,667,706,606,"9,457","12,858","19,659",109,675,,"1,120",520,534,556,0,"1,186",628,747,826,"1,098","1,461",634,"1,339",9529,794
The New Middleton (former Middleton Social Club),Thorpe Street ,LS10 4HD,Social Club,Middleton Park,,LS10,22133,72241915,53.743295,-1.543866,427532,430181,Y,,,,,Glass,1,,3,,"1,806",,,,,,,,"2,178",,,,,,985,,"10,760","13,934","12,746",154,,,,"1,264",,171,0,345,,,,,,994,,2773,555
The New Rosco (closed),Bristol Street,LS7 1 DH,Pub,City and Hunslet,,LS7,22135,72559365,53.805127,-1.532657,434416,430875,Y,,,,,Glass,1,,2,,,,"2,590",303,272,684,342,248,"1,197",,,,,,,,80,428,895,,,,,,,75,,,,,,,,,,75,75
The New Scarborough Inn,"47 Dewsbury Road, Tingley",WF3 1LH,Pub,Morley South,,WF3,22136,72546348,53.729575,-1.579923,425991,427812,Y,,,,,Glass,1,,1,747,475,"1,112",512,159,428,400,665,538,474,,593,274,431,695,606,670,,,,385,804,715,,559,481,670,,321,756,,,246,497,409,190,4130,459
The Nook ,"Heights Drive, Armley                       ",LS12 3SU,Pub,Farnley and Wortley,,LS12,22357,72734299,53.795812,-1.615363,433347,425434,Y,,,,,Glass,1,,1,,,,,,,,,,,597,,356,,202,,323,281,,992,,,,,584,,621,92,,543,0,,325,0,289,,2454,307
The Orchard (former Grange Public House),Dib Lane,LS8 3HL,Pub,Killingbeck and Seacroft,Y,LS8,22996,72058017,53.821992,-1.487337,436313,433846,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,325,,,,,,,,,278,,,371,,,0,,931,217,971,116,,2606,434
The Original Factory Shop,"77-91 Main Street, Garforth",LS25 1AF,Shops,Garforth and Swillington,Y,LS25,22001,72562633,53.794915,-1.388625,433352,440370,Y,,Y,Y,,"Glass, Textiles, Small Electrical",1,,1,"2,782","2,208","5,588","3,790","4,131","4,746","3,190","5,020","5,396","5,197","2,681","4,709",,,"3,018","4,141","3,523","1,171","1,365","1,904","3,917","4,649","3,861","5,467","3,647","4,009","5,423","3,961","4,091","3,884","3,313","7,656",,"7,661","3,084","3,473",50203,"4,564"
The Owl,"1 Rodley Lane, Rodley",LS13 1LB,Pub,Calverley and Farsley,Y,LS13,22152,72273491,53.822856,-1.662739,436340,422299,Y,,,,,Glass,1,,3,"1,761","1,392","1,881",761,"2,044","1,589","1,019",661,"1,038","2,492","1,400","2,196","2,454","2,388","1,566","2,062","2,257",361,,722,"2,737","1,187","1,795","1,842","2,249","1,398",,"2,069","1,642","1,342","1,506","1,027","1,896","2,570",579,"2,112",18390,"1,672"
The Pax Inn,"The Village, Wetherby, LS23 7AR",LS23 7AR,Pub,Wetherby,Y,LS23,22157,72392207,53.909477,-1.34229,446125,443304,Y,,Y,,,"Glass, Textiles",1,,3,,"1,617",764,886,,,689,"1,056","2,812",,819,"1,268",,"1,136",,"2,638",,,292,,,"1,063",305,250,700,,0,"1,123","1,441",,374,,743,"1,658",0,,6039,755
The Plantation,"Bodmin Approach, Middleton",LS10 4NT,Pub,Middleton Park,,LS10,22160,72023390,53.74791,-1.557054,428040,429308,Y,,,,,Glass,1,,1,161,475,125,,446,137,438,354,139,405,337,"2,250",529,,575,529,411,,,,,658,119,581,636,319,154,103,0,0,489,308,,626,,233,2867,287
The Prospect ,"Moor Road, Hunslet",LS10 2JJ,Pub,City and Hunslet,Y,LS10,22167,72136698,53.772057,-1.534587,430736,430772,Y,,,,,Glass,1,,1,,139,554,365,74,342,134,501,82,135,,450,137,,,176,,,,,446,,,,,154,505,0,,556,194,,400,153,,537,2499,312
The Railway Club,Driver Terrace,LS12 1EA,Social Club,Armley,Y,LS12,22287,72059298,53.791744,-1.569025,432912,428489,Y,,,,,Glass,1,,1,,,,531,,,,,195,,486,,382,,,,516,"14,409","14,080","12,922",,,,,,,"30,003",,,,,,,,,,30003,"30,003"
The Red Lion,"Main Street, Shadwell",LS17 8HH,Pub,Harewood,Y,LS17,22183,72126400,53.854579,-1.484309,439940,434019,Y,,Y,,,"Glass, Textiles",1,,4,"3,547","4,142","3,891","7,995","5,836","4,134","6,672","5,488","8,398","5,572","4,553","7,379","3,856","7,184","5,140","6,087","6,312",515,900,458,"7,149","7,436","5,736","5,331","5,831","4,593","3,942","6,699","5,562","5,414","3,667","6,363","6,353","3,384","5,042","5,375",62226,"5,185"
The Robin Hood,"11 Kirk Lane, Yeadon",LS19 7EP,Pub,Otley and Yeadon,Y,LS19,22271,72566712,53.865644,-1.687441,441093,420652,Y,,,,,Glass ,,,,,,,,,,777,834,176,960,166,848,181,495,545,,,"12,777","5,184","4,156",388,743,116,,357,178,308,,352,,661,275,,392,322,,2846,356
The Rock,458 Leeds and Bradford Road,LS13 1EP,Pub,Bramley and Stanningley,Y,LS13,22208,72118078,53.818502,-1.636906,435864,424002,Y,,,,,Glass,1,,3,711,297,,"1,634","1,567",,878,,936,461,"1,437",,"1,435",,"1,083",840,944,"1,440","2,993","2,182","1,196",379,"1,204","1,066",693,578,673,478,,"3,485",,"1,309",,"3,845",467,967,12495,"1,388"
The Spinning Wheel,"Admiral Street, Holbeck",LS11 5NG,Social Club,City and Hunslet,,LS11,22238,72527281,53.782007,-1.54378,431839,430159,Y,,,,,Glass,1,,3,,527,661,"1,947",,,,282,,392,,,,"1,089",,939,,614,845,208,,"1,505",,,,,900,,"1,621",,603,,,"6,326",,,9450,"2,363"
The Sportsman Inn,"14 Hunger Hill, Morley",LS27 9AD,Pub,Morley South,,LS27,23094,72350855,53.742617,-1.60099,427434,426414,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,557,,914,,,467,466,,336,,638,296,641,435,,324,,460,458,,485,3735,467
The Swinnow Hotel (closed),Swinnow Lane,LS13 4QX,Pub,Pudsey,,LS13,22256,72205780,53.799712,-1.64132,433772,423722,Y,,,,,Glass,1,,1,158,496,,,683,,,190,390,356,,,538,,,565,,"1,636",,708,,206,,,268,,296,,,,,,211,,199,,974,244
The Two Pointers,"69 Church St, Woodlesford",LS26 8RE,Pub,Rothwell,,LS26,,72383464,53.757864,-1.447301,429198,436537,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,329,329
Thorner Victory Hall,"Carr Lane, Thorner",LS14 3EY,Business,Harewood,,LS14,22324,72389021,53.860124,-1.428515,440585,437684,Y,,,,,Glass,1,,1,274,213,832,147,879,948,567,150,"1,164",342,719,341,736,,276,746,606,514,240,,442,981,612,319,524,626,321,548,266,481,499,833,0,146,725,0,4970,414
Three Horse Shoes,"16 Leeds Road, Oulton",LS26 8JU,Pub,Rothwell,Y,LS26,22265,72151471,53.827773,-1.582709,436915,427564,Y,,,,,Glass,1,,1,,515,,557,484,446,,555,,726,354,344,318,641,261,400,,983,702,834,"1,435",562,,539,,587,"3,790",338,77,701,316,73,574,162,45,,6663,666
Tingley W.M.C,"Institute House, Bradford Road, Tingley",WF3 1JZ,Social Club,Morley South,Y ,WF3,22266,72368755,53.731472,-1.580071,426202,427801,Y,,,,,Glass,1,,3,,,"1,180",,397,"1,395",,537,"1,060",,642,,,"1,774",247,372,679,,358,,186,"1,722",,927,636,302,,827,,"1,034",607,,370,497,236,,4508,563
Tinshill and Cookridge Social Club,Woodnook Drive,LS16 6PF,Social Club,Weetwood,,LS16,22267,72552128,53.845331,-1.625062,438853,424766,Y,,,,,Glass,1,,1,891,95,372,,,427,,465,,587,,340,359,,366,,362,,,,,282,,484,230,355,402,184,0,148,530,705,,652,299,458,3962,360
TJs Bar and Grill,Woodhouse Street,LS6 2JH,Pub,Hyde Park and Woodhouse,,LS6,22268,72558697,53.814566,-1.556762,435456,429281,Y,,,,,Glass,1,,3,572,407,"1,212",84,"1,212",,390,573,304,378,512,199,648,913,407,346,332,,,,332,600,257,582,,632,745,169,703,219,302,486,761,165,400,674,5255,478
Toby Carvery/The Eleventh Earl,"4 Fink Hill, Horsforth",LS18 4DH,Pub,Horsforth,,LS18,21948,72305164,53.834517,-1.645232,437643,423445,Y,,,,,Glass,1,,1,436,"1,476","1,225","2,323","1,947",398,940,834,264,274,682,762,542,650,439,560,899,,"1,103",564,,777,738,532,693,577,"1,065",194,766,935,,"1,308","4,195",989,645,322,11689,"1,063"
Troydale Recreational Club,Troydale Grove,LS28 9LA,Social Club,Pudsey,,LS28,22270,72557787,53.786979,-1.639304,432356,423862,Y,,,,,Glass,1,,1,,496,416,,733,241,752,285,234,185,,340,628,351,,373,516,511,,308,419,415,109,351,230,644,"11,545",257,233,645,78,527,584,85,156,179,15162,"1,264"
Two Pointers Public House,"Church Street, Woodlesford",LS26 8RE,,,,,22272,72383464,53.757844,-1.447228,429198,436537,,,,,,,,,,488,539,"1,136",677,295,446,"1,439",725,339,773,342,689,835,,657,536,611,,,,431,375,376,673,,503,369,422,574,432,473,289,745,216,467,,,
"Turnbull Court, Sheltered Housing",Turnbull Court,LS8 3AZ,Sheltered Housing,Gipton and Harehills,Y,LS8,23184,72738713,53.823571,-1.485617,436489,433958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Road,Victoria Road,LS6 1AT,Road Side,Headingley,,LS6,,72222272,53.814966,-1.564581,435497,428766,,,Y,Y,,"Textile, Small Electrical Appliances",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,,,
Tyersal Residents Association Community Centre,Tyersal Road Bradford,BD4 8EZ,Community Centre,Pudsey,Y,BD4,22273,72524670,53.791618,-1.698268,432854,419975,Y,,,,,Glass,1,,1,615,,768,"1,316",,826,763,578,209,"1,749",285,"1,078",,"1,336",762,753,,183,490,,737,758,666,702,536,750,550,569,230,,997,601,"1,098","4,857",662,645,11494,"1,045"
Wagon and Horses,"154 Leeds Road, Lofthouse",WF3 3LR,Pub,Ardsley and Robin Hood,Y ,WF3,22280,72562053,53.725484,-1.495529,425572,433383,Y,,,,,Glass,1,,1,"4,724",174,314,149,,,"3,208",193,166,176,175,169,,194,494,,,599,547,829,247,344,,232,,302,461,160,,,182,,306,,236,155,1802,257
Wagon and Horses,"2 Town Street, Pudsey",LS28 6HL,Pub,Bramley and Stanningley,,LS28,22281,72218574,53.80855,-1.657509,434750,422651,Y,,,,,Glass,1,,1,,793,"3,745",91,366,121,,,156,369,,443,,521,325,,516,150,,637,,308,,390,,354,336,"2,049",,0,156,68,390,0,,279,3633,404
"Waitrose Meanwood, ",Capitol Parade,LS6 4RJ,Supermarket,Meanwood,,LS6,22282,72685303,53.828313,-1.567814,436981,428544,Y,Y,Y,Y,,"Glass, Paper, Tesxtiles, Small eletrical applicances",,,,"13,183","10,613","19,583","15,909","17,810","17,358","13,432","17,776","19,326","12,750","15,668","17,188","18,385","20,125","16,499","16,855","20,681","3,785","4,097","3,689","20,911","23,401","18,543","16,263","17,392","20,349","13,150","15,068","15,415","11,454","17,785","16,633","15,723","9,037","14,024","15,262",181291,"15,108"
"Waitrose Otley, ","60 Westgate, Otley",LS21 3AS,Supermarket,Otley and Yeadon,Y,LS21,22283,72340493,53.903648,-1.697745,445318,419956,Y,,,,,Glass,1,,4,,,,,,,,,,,,,,,"7,488","6,959","8,013",,,,"10,367","7,991","4,232","6,746","7,379","9,361","7,233","8,522","6,860","6,455","8,767","6,275","6,535","6,313","7,307","7,150",88158,"7,346"
Waterside Apartments/ City Island Apartments,Gotts Road,LS12 1AD,Road Side,City and Hunslet,Y,LS12,21955,72662515,53.795383,-1.563447,433319,428854,Y,,,,,Glass,1,,3,,,,"1,101",,,539,,"1,461",,"1,668",858,573,,700,201,826,457,,360,209,378,307,,433,,"1,065",219,397,"1,449",228,898,"1,266",0,"1,350",206,7511,683
West Leeds ARLFC,Redshaw Road,LS12 1HH,Sports Club,Armley,,LS12,22288,72168679,53.791048,-1.580371,432830,427742,Y,,,,,Glass,1,,3,,,698,,,"1,086",404,,779,,970,,,,350,,431,"23,291","25,108","19,794","1,032",174,205,,,,"1,699",816,,,570,410,,,"1,157",,4653,931
Wetherby Cricket and Rugby Club,"Old Boston Road, Wetherby",LS22 5NB,Sports Club,Wetherby,Y,LS22,22356,72334381,53.919517,-1.381248,447219,440735,Y,,,,,Glass,1,,1,,,271,147,63,,,347,145,117,434,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!
Wetherby Golf Club,Linton Lane,LS22 4JF,Sports Club,Wetherby,Y,LS22,22290,72335692,53.926119,-1.401634,447942,439390,Y,,,,,Glass,1,,1,274,404,573,721,662,993,805,481,"1,060","4,017",539,,520,142,614,589,,"6,675","10,461","13,462",,174,,138,,626,526,562,561,,588,417,266,,411,204,4161,462
